Bus_Name,Comment,POS,NEG
Liên Hưng,"Ticket information changed 3 times and end up with wrong details on the ticket, which led to driving from one terminal to another in wrong time, wasted 3 hours. Only old USB charging, no toilet paper in toilet (seriously, cant even do the bare minimum). Trip itself was ok, but felt like they just dont care about their customers - pay and we will take u to the spot, everything else - we dont care. Its says they give u water on board didnt see any water. Its just a basic bus ride with a sleeper seat, nothing else. Bed is comfy and they give you a blanket. I would use them again, but i would just prepare myself better as i just assumed basic human things would have been provided.",0.0009,0.9991
Liên Hưng,"No pillows in the cabins so it was a very uncomfortable trip. The driver also seemed to drive a bit more erratically than others, so I nearly rolled off my bed a few times. Constant hooting was also very annoying. Lastly, I chose a drop off in the city, but was dropped off about 4/5km from my chosen destination which meant I had to arrange extra transport at my own cost. Not very impressed overall. On a positive, the staff at the office and the ticket guy was quite friendly.",0.1164,0.8836
Liên Hưng,"Nice clean bus, there is a blanket and a comfortable pillow. Comfortable trip",0.9995,0.0005
Liên Hưng,"the trip started off fine. but... at the final stop, my child and I were pushed barefoot out of the bus, just in the middle of the road. There are a lot of bikes riding around, and we stood barefoot on the street. the employee simply picked up my child and carried me barefoot out of the bus. Because of this rush, I left my backpack on the bus. I caught up with the bus and my backpack was returned to me, thank you. but the carrier company employees took money out of my wallet. they steal from passengers, be careful",0.1003,0.8997
Liên Hưng,"Hello. This is a great company! The bus was clean and had very comfortable seats that made it comfortable to travel. All the staff were quite cultured and courteous. The driver is careful and confident. Overall, I had a positive impression of the trip :).",0.9999,1e-04
Liên Hưng,"Rude drivers, go to smoke at every stop but don't let passengers out. Didn't wake anyone up when we arrived at Da Nàng one hour earlier. The toilet in the bus is ok, but the beds are quite old and torn down. No possibility to raise the seat up",0.0006,0.9994
Liên Hưng,The bus didn’t drop us at our stop and when we arrived at the final destination we tried to talk to the driver and he totally ignored us so we took a taxi to where we needed in the first place and paid from our money with no help from the driver or anybody else that were there,0.0008,0.9992
Liên Hưng,I suspect that there were bedbugs :( everything else was okay,0.904,0.096
Liên Hưng,"Music, smoking, sudden stops, chatter, horns dangerous driving Ignoring customers' safety I can't sleep on the sleeping bus I ruined my trip",0.0006,0.9994
Liên Hưng,Very good bus :),0.9997,0.0003
Liên Hưng,"We took the 22-sleeper bus from Danang to Nha trang, it was quite comfortable. Nice drivers, clean WC, comfortable temperature (not freezing cold as the one before).",0.9996,0.0004
Liên Hưng,"Nha Trang-Danang bus was all right, we booked the 1st row, everything was nice but the AC inside. Incredibly cold and the second blanket didn’t help much.",0.0083,0.9917
Liên Hưng,I paid for this bus only because the WC was stated in the description. But it didn't work. And there were no sanitary stops. The staff were rude and didn’t even give any water. But they stopped right after departure to get some contraband stuff from the locals and put a lot of bags of it into trunk. Also after departure they turned loud annoying music. During the night ride. Don't know what they think about.,0.0008,0.9992
Liên Hưng,"What I liked: I came safe What I didn't like: a cockroach near me, CONSTANTLY honking driver (it is a sleep bus, come on), very cold because of the AC (even when I closed it in my place)",0.0249,0.9751
Liên Hưng,Warning don't use this company there service is terrible and slow. Left me n friend in the middle no nowhere and lose luggage. They do alot of stop picking up ppl on the side. Plz don't use them,0.0009,0.9991
Liên Hưng,Cam on ban,0.0084,0.9916
Liên Hưng,"departure is delayed, there is no water on the bus, there are more passengers than seats. terrible service. dirty bus. They didn’t give me a blanket, the driver asked for money. people were seated (laid down) in the aisle, preventing them from passing. the employee asked me to move from my seat to the aisle so that someone else could sit in my place, I was furious with this attitude. выезд задержан, в автобусе нет воды, пассажиров больше чем мест. ужасный сервис. грязный автобус. одеяло не дали, водитель просил денег. людей сажали (ложили) в проходе мешая проходить. сотрудник просил меня пересесть с моего места в проход чтобы чтобы на моё место сел кто-то другой, я был в ярости от такого отношения.",0.0016,0.9984
Liên Hưng,"The bus departure time was delayed by approximately 2 hours. The TV on this bus does not work, there is no Wi-Fi. Everything else corresponds to the description.",0.0005,0.9995
Liên Hưng,"The seats are big, clean, n comfortable. We slept the whole journey. The drivers and assistants are friendly n helpful. The bus ran on time.",0.9876,0.0124
Liên Hưng,"We took our reservation with Vexere wich is the official bus booker recommanded on guides. The experience was not as we espected. Very poor informations at Da Nang bus station and no official office of Lien Hung compagny to get tickets or to have some informations about the trip (real departure time, emplacement of the bus....) Driver and crew weren't amical and weren't able to speak English so we have had a lot of difficulties to communicate. However after this difficulties, the trip in bus was correct and the comfort pretty good.",0.964,0.036
Liên Hưng,Very punctual..,0.8749,0.1251
Liên Hưng,"the bus was late to Ho Chi Minh City by 1 hour, arrived at 22:30 instead of 21:30. There were people sitting in the aisle, it was impossible to go to the toilet. The door to the toilet was broken and did not close. The sink in the toilet didn't work. there is trash under the seats. the driver played the music loudly",0.001,0.999
Liên Hưng,"After i found the bus in Da Nang bus station everything ran smoothly. Check in, luggage load and i got shown my seat. One break inbetween on the way to Nha Trang. And drop of at the bus stop in Nha Trang just 15 minutes later then estimated.",0.0435,0.9565
Liên Hưng,"Bus was great, staff was horrible (not friendly), departed really late, and did not stop to the drop off point selected, will only stop at one stop. Had to book another transpo at 5am in the morning in the middle of nowhere.",0.0133,0.9867
Liên Hưng,Everything was fine like always! Very quiet drivers,0.9995,0.0005
Liên Hưng,The bus was 1 hour late in setting off. When the bus pulled into the station the passengers got off and the beds not cleaned before we got on. No new blanket provided. The bus stopped every 30 minutes for the driver to have a chat or cigarette but overall the cabins were spacious and we got there.,0.9934,0.0066
Liên Hưng,"The driver smoked in the salon. There is no any transfer from the Da Nang bus station to the city, how can you call it VIP? A pack of wild extremely annoying taxi drivers attacks you at the door of the bus right after arriving. They pretend Grab Taxi, but they are FakeTaxi, they are not Grab and they have nothing to do with Grab, they are station pricks who stupidly try to trick you in the direct meaning of the word 'stupidly'. Such an taxi driver can even swear you that he is the exactly that guy who has been hailed by you through the Grab Application, he is going to put you in his car and go while your indeed driver is waiting for you. Do decent people do that?",0.001,0.999
Liên Hưng,"Quite clean ambience and peaceful, slept well as all basic amenities were there. But some charging slots was not working well, rest all ok. Privacy was also there as curtains were there on both the sides.",0.1192,0.8808
Liên Hưng,Didn't happen. There was no bus. So I've got to bus station and pay double the price,0.0024,0.9976
Liên Hưng,"The bed is good but communication wise, it's not. The timing is not. I initially told the driver by text message that they can pick us up at 11pm since there are 6 adults and 1 baby. We were waiting for a long time, we got picked at 12:20. They drop us off to the bus station, they put all our luggages to a van without asking us, they priced us 200,000. We ended up taking 2 taxis, 200,000 each. Everything is good except the pick up time. There's been a misunderstanding.",0.0593,0.9407
Liên Hưng,"Was not a great trip. Late arrival, then was rushed and spoken to rudely to get on bus. Instead of the arranged arrival time it was pushed back by another 3 hours, only to arrive back in HCMC 4 hours after arranged time and that was not even at our destination, we just got out off the bus. The bus was more for package deliveries as they stopped for that more than 10 times on our way. Toilet on the bus was appreciated especially being on there for more than 10 hours(on the app it said it would be 6-7 hours).",0.0035,0.9965
Liên Hưng,"I have a broken leg, I bought a bus of a higher class to travel in comfort. As a result, a lot of people were sleeping on the floor, the toilet didn’t work, I had to walk on the street, the driver was driving so quickly and carelessly, as if he was carrying herring, not people.",0.0006,0.9994
Liên Hưng,Everything was great except only 1 stop made for a 12.5hour journey. Overall was a great journey,0.9996,0.0004
Liên Hưng,"We arrived at the appointed time at the bus station. We found the right bus, but the driver refused to let us in!! told us that we were mistaken and the bus was different. A girl from another bus company approached us and tried to help. I explained to him that we had paid for the tickets. he told us that there are no more places on the bus!!! the driver drove away and left us at the station, refusing to come back for us!!! In a state of stress, we quickly began to look for bus tickets in other companies, and spent another 998.000 dong. We will write a written complaint today! We demand a refund of 860.000 VND!!",0.0012,0.9988
Liên Hưng,omg!!!!!bus is overload. people even sleep on the floor!!!we can't go to the toilet,0.0052,0.9948
Liên Hưng,Pros - Free Shuttle Van to the city center Cons - Over 2 hours delay from departure schedule - Different seat with reserved one and no lights (broken) inside in my private area - Old facilities bus and not clean,0.0008,0.9992
Liên Hưng,Worst choice of my life. 1. Delayed 2. Overbooking 3. Rampant Driving 4. Unfriendly 5. Noise 6. Can't sleep due to bad ride etc. I think it's only available to locals.,0.0006,0.9994
Liên Hưng,The driver stopped the car constantly and had an extremely unpleasant attitude. He kept swearing and threatening customers. Worst trip I have ever experienced,0.0002,0.9998
Liên Hưng,People are sleeping in the floor. Not possible to go to the bathroom.,0.0027,0.9973
Liên Hưng,"The staff was very rude, pushed my girl friend, has been shouting at us because we were talking and then talk super loud themself. We never had the water, they also been rude because I had my light on, also I went to the toilet at night and the guys were sleeping on the floor so I stepped one one of them and he almost send me to my bed without letting me go to toilet and I had to get upset to him to be able to pee. I have taken many buses in Vietnam but this one was a very bad experience",0.0016,0.9984
Liên Hưng,"Trip from Nha Trang to Da Nang was good, brand new bus was provided👍 But drivers turned on local dancing music at 6.30 am for some reason. Also I asked drivers to put my suitcase on the top of baggage room, because it was small and lightweight. They said OK, but at the drop-off point they took my suitcase from the bottom shelf👎",0.0082,0.9918
Liên Hưng,"I travel by this bus (.77) almost every month and I like cleanliness and comfort temperature inside the car. The bus arrived almost on time, there was a little stinky from a toilet, but drivers promptly fixed that issue. Honestly, I like drivers more than some disorganized passengers, there was a loud group of Europeans who have been seating at Vinh Dien Junction like it’s their first time in public transport ever. Thanks to the drivers who finally put everyone to their places without proper knowledge of English - it worth respect.",0.9978,0.0022
Liên Hưng,"Good trip. Nice staff. Rest stop made. Just arrived 2 hours earlier, but it's ok. Just a bit too hard on the horn, but...it's Vietnam 😅",0.9885,0.0115
Liên Hưng,The trip was horrible. The Crew told me they can bring me to MuiNe on the way to PhanTiet. Then in PhanTiet they left me and I had to look for a taxi and pay another 250k DONG. Just horrible!,0.0003,0.9997
Liên Hưng,Everything was fine! Thank you!,0.9999,1e-04
Liên Hưng,"The driver was rude, the attitude towards passengers was not very pleasant",0.0002,0.9998
Liên Hưng,some of the passengers or drivers completely occupied the entire luggage compartment with some boxes. and that's why there was nowhere to put the passengers' suitcases. very bad.,0.0003,0.9997
Liên Hưng,Not convenient arrival time and bus station.,0.0002,0.9998
Liên Hưng,Everything was okay,0.9998,0.0002
Liên Hưng,"Very nice bus, charger was working, very clean and safe. Nice drivers. But it was 1 problem: we choose a drop-off place is a Central office in Nha Trang. But we arrived at the South bus station at 5:00 am, we’re waiting till 6 am, but no one pick up us to the Central office, so we should do this by ourselves.",0.0031,0.9969
Liên Hưng,"I didn't like the attitude towards passengers. During the 10 hour trip there was not a single sanitary stop. The bus constantly stops and picks up and drops off some cargo. When asked about the toilet, I was told to pee directly on the bus wheel. It is not normal. The bus itself is nice and comfortable. But this is more about transporting goods, not people. The bus was 1 hour late. not critical, but something to keep in mind",0.0247,0.9753
Liên Hưng,"Very rude driver, I was given an address to go but the bus wasn’t there I called the driver a few times and he keeps hanging up on me. I managed to get to the office and not a single help. Got onto the bus and the driver drove off while I was still standing, not even safe. Very disappointed",0.001,0.999
Liên Hưng,"The coach is very old, service is disorganized... TV not working Air-conditioning cannot control Pick up at 1 address without parking (where to leave our motorcycle?) Return drop off to another location (2 kms far from departure). Lots of stops all during the journey. Never again with that company.",0.0005,0.9995
Liên Hưng,"Worst trip ever. 1) it was said that the first stop will be at 15, guess when we got there. At 19!!! 12 hours were spent on 400 km trip!!! You gotta be kidding me??? 2) we stopped literally every 5 minutes and got random people. People were lying on the floor!!! Is it okay???? 3) the smell from the toilet was awful. 4) for 12 hours trip they gave us 300 ml of water. Are you okay??? Never ever gonna travel with them again. Really tired and angry after this trip.",0.0003,0.9997
Liên Hưng,alright,0.9996,0.0004
Liên Hưng,"The bus arrival was delayed by 1 hour. The driver and staff were very nice, but they were smoking during the trip and it was very unpleasant.",0.0018,0.9982
Liên Hưng,"Absolutely awful.. People are being hauled like firewood. The speed is crazy. They pick up people on the road who sleep in the aisle, it is impossible to go to the toilet. The driver's driving is terrible. It's disgusting. This is the worst trip I've ever had.",0.0003,0.9997
Liên Hưng,"The driver was horning all the way again, all night, every crossroad.",0.0135,0.9865
Liên Hưng,Wonderful and very comfortable,0.9999,1e-04
Liên Hưng,"Horn and horn and horn, all night long",0.0412,0.9588
Liên Hưng,"The driver's poor attitude towards passengers. The driver, for some reason, ordered me to sit in the wrong seat that I bought! I can't use the second floor for health reasons. That's why I bought the lower floor! Due to the fact that I did not want to go up to the second floor, the driver did not give me water, although he provided water to other passengers. The bus is also very dirty. I am disappointed with the driver's attitude towards the passengers!",0.0003,0.9997
Liên Hưng,"Booked 9 hours before departure. We arrived at the Ben xe khach Duc Long Bus Station Gia Lai at 15:00. There was a north wind blowing outside and very cold 18°C. I am very glad that they allowed me to go and lie down on the bus 4 hours before departure. It was warm on the bus. The ceiling was covered with soft ECO leather fabric like on a Lexus dashboard. The pillows and curtains were not dirty and greasy like in other buses. The bus departed from Gia Lai exactly at 19:00. the bus arrived in Nha Trang earlier than the stated time, 1.5 hours earlier. This makes me very happy.",0.9951,0.0049
Liên Hưng,Bus was delayed 2 hours for departure so arrival time too. Drop-off point was changed by company without without notice. In Saigon there were no transfer to point and just dropped off on the road and said “take a taxi”,0.0048,0.9952
Liên Hưng,that's horrible. we were taken off the bus and transferred to another bus. Passengers traveled on this bus for about 25-30 minutes. It is very uncomfortable. There were not enough seats for all the passengers and they rode standing all the time. the driver is rude.,0.0006,0.9994
Liên Hưng,"A terrible company. They take you to the bus from the office by mini bus, I didn't have enough space and I was standing. Then they put me on the wrong bus and when they realized the mistake, they had to catch up with my bus. There were no fresh clothes on the bus. They smelled of sweat. People were sleeping in the aisle and it was uncomfortable for me to go to the toilet.",0.0004,0.9996
Liên Hưng,"Trip was good. But we lost our phone in the bus because driver passed our bus-stop, and we had to go uot very quick. It's terrible :(",0.0006,0.9994
Liên Hưng,The driver is smoking all the way. It sucks. The passengers have to smoke second hand cigarettes.,0.0081,0.9919
Liên Hưng,"There are no buses waiting at bus station and use other vehicles to transport to the bus (far from bus station for a long way) Don’t depart on time, 2-3hours late. Frequently stop on the way to pick new passengers up.",0.0412,0.9588
Liên Hưng,Great,0.9999,1e-04
Liên Hưng,Took longer than expected,0.0052,0.9948
Liên Hưng,"comfortable chairs, no Wi-Fi, good driving",0.2752,0.7248
Liên Hưng,It was surprise with pick up location: bus waited for passengers outside of bus station in Nha Trang. I could miss bus if I didn’t ask company’s desk and continued to wait for his appearing on bus station. Trip inside bus was good. Excluding some neighbor who used his device without headphones at night time. Upon arrival on final station me and some other passengers didn’t find their luggage. Fortunately it was moved to another part of storage. Unfortunately my backpack was wet and dirty - something was spilled inside storage.,0.0061,0.9939
Liên Hưng,"The trip was great, we left on time and arrived an hour earlier than scheduled.",0.975,0.025
Liên Hưng,Bus is late as usual at destination Driver stops for dinner 2 hours prior to arrival 30 minute break not needed,0.0382,0.9618
Liên Hưng,"A lot of stops without any sense. Driver always taking some bags to bring somewhere. Driver was rude, didn’t tell anything about stops(how long, hon many stops) we drop off from the bus, they gave another little bus. We were staying about 30 minutes and takes a lot of bags inside a car. In baggage store was dirty, a lot of water and insects. I gone by sleep bus many times and know how it possible in another company. Never will be with this company again",0.0018,0.9982
Liên Hưng,1. The bus arrived 1 hour later 2. The driver was smoking in the bus 3. It was so cold in the bus like in a fridge 4. The driver was talking loudly and listening to music after 00:00. So it was one of the worst trips I’ve ever made,0.0003,0.9997
Liên Hưng,The bus went on schedule. There were no delays. The seat was according to the ticket I had bought. The drivers were polite and tidy. It was safe to travel with them. I always use this company when travelling from Nha Trang to Da Nang.,0.9979,0.0021
Liên Hưng,"Bus was comfortable, staff were good, however they made no attempt to telle about bathroom stops and bus was 1 1/2 hours late arriving at destination, many small stops to deliver packages. They need to be on-time.",0.0188,0.9812
Liên Hưng,"On the bus, someone was constantly walking from the staff and stood near our seats, for some reason people sleep on the floor in the aisle, and the worst thing began to wake us up from 4 in the morning for some reason, and so every half an hour they tried to kick us out of the bus. although the ticket was written on my ticket that the final stop of the area is five, as a result, we were dropped off 20 km from the right place and simply put on a regular bus, we paid in it again and rode more while standing",0.0008,0.9992
Liên Hưng,"Everything is nice, except i could not turn off the ac above my seat. But i think this is usual here in Vietnam)",0.9996,0.0004
Liên Hưng,"The cabin I was in was all broken, the window was covered with a sticker I couldn’t see outside. The fan of the cabin was broken. I asked the drivers to let me go to a new cabin but they said no. Whenever I ask the drivers something, they all laughed and were really rude.",0.0008,0.9992
Liên Hưng,"Terrible. The driver stopped unnecessarily many times. There was no traffic at all but he stopped for smoking, trading with locals, and other reasons every ten minutes. I have not still arrived but I am so tired of his driving I got out and got a grab. Terrible terrible experience",0.0005,0.9995
Liên Hưng,"Bus stuff don’t know English, but also kind and helpful - there was a difference between seats number in paper ticket and Vexere, but they solved it in the right way. Departure and arrival was on time, but after arrival at Nha Trang bus station there wasn’t any info about transfer to Main office (small shuttle bus). We saw them only after 30 mins from the window of our taxi because it’s not comfortable to wait something unobvious after 11 hrs of lying down journey. The same problem of operator - no any signs about place of departure bus from Danang bus station (it’s quite big terminal so you aren’t able to chasing down your bus for whole area - thanks to drivers which showed us the right place. I can recommend you to use that operator for journeys, but you need to be prepared for mentioned moments.",0.0092,0.9908
Liên Hưng,"Terrible trip! The employee on the bus pushed us, grabbed our hands, I was left with a bruise!! The driver was smoking on the bus while driving! At night, the whole bus was loaded with boxes in the aisle, which were constantly moved! What is this service? I ask you to return at least part of the money for moral damage !!!",0.0008,0.9992
Liên Hưng,Strangers in the bus’s aisle. Bus stops very often to drop up a lot of cargo (the cargo also was carried directly into the cabin: sleep was impossible in these moments).,0.0146,0.9854
Liên Hưng,Driver was rude,0.0005,0.9995
Liên Hưng,9 hours Nha Trang to HCM....when it can take only 5h30 nowadays thks to highway,0.051,0.949
Liên Hưng,Kh I don’t think I can do anything for you but I don’t think I can do anything for you or,0.0009,0.9991
Liên Hưng,"A lot of passengers. People slept even right on the floor. There is no toilet in the bus, you have to require a stop. Sometimes it takes time. Ok for this price.",0.9425,0.0575
Liên Hưng,Worst experience Driver honking everytime cannot sleep Driver was talking very rude Cabin was small No toilet inside,0.0136,0.9864
Liên Hưng,Driver wasn't friendly and polite. The bus is ok and punctual,0.9984,0.0016
Liên Hưng,overboard people and too many stopped,0.0003,0.9997
Liên Hưng,Wi-fi didn't work. There was not relevant inside as in photos. There were luggage on the way,0.0002,0.9998
Liên Hưng,Not well organized trip! Pick up point in Danang is not a bus station but crowded crossroads.,0.0023,0.9977
Liên Hưng,Fresh bus but have a lot of people who sleeps on the floor. WC is working. A/c is working to much.,0.2966,0.7034
Liên Hưng,"Bus had to departure at 19:30, but it went only at 20:50. I had been waiting more than 1 hour near the bus office.",0.0036,0.9964
Liên Hưng,"the trip was successful. I liked everything, polite drivers and good service",0.9999,1e-04
Liên Hưng,We took the night bus from Nha Trang to Ho Chi Minh. Bus driver was driving like crazy and honking all the time. We felt like we will fall out from the seat. People were sleeping on the floor. We arrived much sooner than planned. The bus driver woke us up and hurried all the people to suddenly leave the bus and to change to a mini van. Very disrespectful behavior!,0.0013,0.9987
Liên Hưng,"The driver constantly takes people who occupy the entire passage. To go to the toilet you need to go stepping on these people. The bus stops very often to pick up and drop off people. The lights were constantly turned on, The drivers were talking very loudly during stops, apparently they were arguing with these people. The drivers constantly opened the curtains. There was a bad smell on the bus.",0.001,0.999
Liên Hưng,"My name is Alexey. I am a customer of company Liên Hưng. during a trip on June 29 on the bus 50F-022.94 on the route Nha Trang - Ho Chi Minh City, I encountered incredible rudeness from the driver and his assistant. an employee of this company from the first second I entered the bus began to shout at me loudly, gesticulate violently and insult me.",0.0021,0.9979
Liên Hưng,Everything was good 👍,0.9999,1e-04
Liên Hưng,"In general trip was good, clean comfortable bus, I often ride with this company.",0.9998,0.0002
Liên Hưng,"The driver was honking all night long and driving aggressively, so it was almost impossible to sleep.",0.0068,0.9932
Liên Hưng,"I have booking from Nha Trang to Da Nang booking 20:00 PM to 7:30 AM Actual time departure 21:30 PM to 7:40 AM Actual Route from Cam ranh - Nha trang - xxx - Da Nang We was arrival on time (Acceptable 10 minute late) The phone number cannot contact both Lien Hung office hot line and driver phone I give 4 star because during the transport, they had been stop to pick up and drop packaging. They had some one sleeping on footpath that i cannot go to toilet. The bus came to the point late an hour. Bus Location on Vexere application was accuracy tracking. The phone number of Lien Hung office, hotline and driver cannot contact",0.0022,0.9978
Liên Hưng,Very cold. Air conditioner was switched at full power.,0.0013,0.9987
Liên Hưng,"I have booked several seats for me and my family members. There were a lot of stops during the way, when bus staff up and down loaded boxes. But the most uncomfortable were people, had lying on the floor between our seats, which were picked up on the route.",0.0065,0.9935
Liên Hưng,"Good bus, but very bad info. Bus wasn't in start point.",0.003,0.997
Liên Hưng,No water Only one stop (!) The driver was smoking and it felt terrible in the salon All the rest was good: comfortable bed and clean space!,0.9964,0.0036
Liên Hưng,"The condition was too strong and there’s no possibility to decrease it as it’s broken Wrong places, my bed was occupied already",0.002,0.998
Liên Hưng,The pick-up point was wrong. I had to call to the bus driver and go to the pick-up point by taxi,0.0003,0.9997
Liên Hưng,"very very bad! the bus was 40 minutes late, instead of the bus stop that was indicated when buying the ticket, it stood on the road and I walked with 3 suitcases and a child, the employee who led me to the bus did not even help me. Many people without tickets were put on the bus, who were sleeping in the aisle. I was traveling with a small child and could not even go to the toilet!",0.0005,0.9995
Liên Hưng,"Shift -they changed the location we need to drive for 40 minutes and got there was in the middle of the highway and off course the bus did not show up :( really disappointed and quite stressful because you call the driver and he don’t speak one work in English, so just be careful and be open for changes and hopefully works",0.0055,0.9945
Liên Hưng,the driver very rude. very rish driving. he stop by police maybe speeding. very hard to sleep becasue of bed,0.0025,0.9975
Liên Hưng,"Driver was rude, left us (only us) in middle of nowhere. Also I forgot my wallet and it was stolen",0.0004,0.9996
Liên Hưng,Bus didn't arrive at time,0.0033,0.9967
Liên Hưng,The driver was smoking while driving and a part of cigarette smoke came to the bus. It is unacceptable especially for people in front of the bus. It was too cold and there were thin blankets in the bus.,0.0007,0.9993
Liên Hưng,"Terrible shipping company. According to the tickets purchased through the application, they asked for an additional payment at a discount for a child, they took wide places where a child and an adult fit freely, as a result, they gave 150,000 VND to get on the bus. The bus stank of incomprehensible what, in one of the seats the window blind did not open and they could not do anything about it. the ventilation holes were not tightly closed, very cold air blew through them. I won't recommend this company to anyone.",0.001,0.999
Liên Hưng,"Got in time, had 1 stop on the route. No water and wet napkin were provided. Driver was smoking all the time despite of few asks to stop it.",0.0037,0.9963
Liên Hưng,Bus is late,0.0052,0.9948
Liên Hưng,Bus don't pick up me. My telephone was out of charge. But I was in right boarding place.,0.6694,0.3306
Liên Hưng,Everything was okay. I waited inside the bus station but the bus was parked outside the gate along the sidewalk. So I needed to walk a short distance. I told instruction by the bus service booth inside the station and the bus driver will call you too to make sure you know.,0.1451,0.8549
Liên Hưng,The worst service that I have ever meet. The driver is a stupid idiot who left the bus station without passenger,0.0002,0.9998
Liên Hưng,"It didn't stop at the specified stop, it dropped everyone off 10 km before it. I wouldn't go with them if i knew it beforehand",0.0031,0.9969
Liên Hưng,For the price it was ok!,0.9997,0.0003
Liên Hưng,"The driver lifted three passengers without tickets, they slept on the floor right on the aisle, it was impossible to get to the toilet, because three people who should not have gone to bed went to bed all the way !!! The driver behaved aggressively, was rude, the bus itself is normal, the driver is inadequate, only 2 stars, if at all someone reads these reviews",0.0005,0.9995
Liên Hưng,Driver was really nice and kind. Seat was clean and comfortable. And everything is same with the picture on the website. I don’t understand why rating is so low,0.0975,0.9025
Liên Hưng,A man was sleeping in the aisle between the two rows. It was uncomfortable when he touched me. I didn't know that tickets were sold on the floor.,0.0057,0.9943
Liên Hưng,"Very loud. The bus staff was sleeping next to me, he prevented me from sleeping , opened my curtains, shot me on video",0.0022,0.9978
Liên Hưng,"When buying tickets for this VIP bus, it was indicated that the sleeping place is equipped with a massage function, there will be a TV, a toilet. In fact, none of this happened. There were also people lying in the aisle. I gave 2 stars for the fact that we were taken to the place safely. We are grateful for that.",0.9426,0.0574
Liên Hưng,No drinking water. Toilet was locked during all the trip,0.0028,0.9972
Liên Hưng,Toilet was locked during all the trip!,0.0038,0.9962
Liên Hưng,"Couldn’t use TV and no Wi-Fi was provided, also no massage function as it was advertised. Leg room wasn’t perfect, also I was very cold, even shaking, although I turned off my AC. Staff didn’t have an extra blanket unfortunately. Otherwise everything was great, all staff contacting us before the bus spoke English.",0.1383,0.8617
Liên Hưng,The bus was supposed to arrive in Nha Trang at 20:15. Late by about 2 hours.,0.0073,0.9927
Liên Hưng,"If you do not speak Vietnamese, then you will have a hard time communicating your needs with the staff",0.0006,0.9994
Liên Hưng,This trip is the 1st one that makes me really satisfied. Comfortable room and driver as well as assistant all helpful and polite.,0.9998,0.0002
Liên Hưng,"Bus took much longer than declared time on booking, reason bus was stopping a lot and to pick people and cargo. While I was booking bus was quite full, but we were surprised to see lots of empty seats.",0.0023,0.9977
Liên Hưng,Very friendly and helpful driver.,0.9998,0.0002
Liên Hưng,"the bus was comfortable, but the staff is disgusting. rude manager or driver, tried to swap my ticket bus seat. I got a seat downstairs(a5) and he told my place is upstairs. Kinda he don’t care what’s in ticket he is a BOSS. When the bus arrived in Saigon no one woke me up. The bus just parked somewhere in the bus station and driver slept 😆 Company drivers weren’t care about the customers at all. WiFi didn't worked on the bus. POOR SERVICE",0.0007,0.9993
Liên Hưng,"Unfortunately no English information about departure, breaks etc. Also, seats were not aligned as booked online.",0.0003,0.9997
Liên Hưng,"Lien Hung is new bus ,look very professional and always clean again .The Sai Gon-Nha Trang Service is so good with other bus manufacturers . The staffs are much course professional.",0.9984,0.0016
Thiện Thành Limousine,"The staff and driver is friendly and helpful. Driver stop the bus for my wife due to toliet break. Reaching destination , they still provide free ride to hotel location with another transport. Recommended bus operator company.",0.998,0.002
Thiện Thành Limousine,"We didn't crash, we didn't die, we had no accidents. So, what else could you wish in terms of sleep-buses?",0.0145,0.9855
Thiện Thành Limousine,Good experience. However pick-up information was different from the real one - need to send an update to avoid any mistake,0.9687,0.0313
Thiện Thành Limousine,Staff was very friendly. We left on time. The seats were a liitle short for me (1.89m),0.0055,0.9945
Thiện Thành Limousine,"For what it is, the service is quite good. The staff, while speaking zero English, are friendly enough and patient enough to wait while you use your phone app to translate what you want to ask. After arriving at Rach Gia (much earlier than the stated time!) it was somewhat unclear how to get to the port, but after asking some questions, they provided a free shuttle bus there. A word of warning- if you expected to sleep on this night bus, you would be mistaken. The bus is comfortable but the roads are appalling and filled with potholes the entire duration of the journey; I didn’t get a wink of sleep all night.",0.024,0.976
Thiện Thành Limousine,"We took the bus to Rach Gia, and it was absolutely great. The staff at the Ho Chi Monh station is extremely friendly and helpful, the station itself has all the amenities and even some snacks and drinks for free. The bus ride was also great, clean bus, comfortable seats, timely arrival and even the transfer around the city after the vua has arrived. We will definitely use this company again.",0.9998,0.0002
Thiện Thành Limousine,Very comfortable Pullman for our trip Rach Gia-Saigon. Highly recommend!,0.9998,0.0002
Thiện Thành Limousine,"A wild ride, but what an amazing bus! Great Limousine beds!",0.9998,0.0002
Thiện Thành Limousine,I'm not really satisfied with the staff. Not very polite and professional,0.0002,0.9998
Thiện Thành Limousine,"The bus was arrived so late, missed another bus, lost money, absolutely dislike",0.0003,0.9997
Thiện Thành Limousine,"I had the impression this was one of the best bus to be on, but not only it lack a bathroom, which is fine I guess but my bed had no seatbelt, and neither mine or my son’s TV worked. Things look old and not upkeep like the headphones and remote, etc. the only great things I can say about my experience was the 2 free drinks/snacks and the spacious bed space.",0.0024,0.9976
Thiện Thành Limousine,I left my glasses on the bus but it was found next day as driver passed it to ticket office. Thanks for the attention.,0.1754,0.8246
Thiện Thành Limousine,"I'm satisfied with the service, especially pick-up and transfering",0.9994,0.0006
Thiện Thành Limousine,"It is easy to book online and superb customer service. They added me on Whatsapp and chat with me the pick up time and shared all the details regarding the trip. If you have English difficulty you can chat , they speak good English",0.9996,0.0004
